cell_ontology_id,Class,Term IRI
CL:0002158,external epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002158
CL:0002159,general ecto-epithelial cell,http://purl.obolibrary.org/obo/CL_0002159
CL:0002160,basal external epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002160
CL:0002161,superficial external epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002161
CL:0002162,internal epithelial cell of tympanic membrane,http://purl.obolibrary.org/obo/CL_0002162
CL:0002163,internal pillar cell of cochlea,http://purl.obolibrary.org/obo/CL_0002163
CL:0002164,external pillar cell of cochlea,http://purl.obolibrary.org/obo/CL_0002164
CL:0002165,phalangeal cell,http://purl.obolibrary.org/obo/CL_0002165
CL:0002166,epithelial cell of Malassez,http://purl.obolibrary.org/obo/CL_0002166
CL:0002167,olfactory epithelial cell,http://purl.obolibrary.org/obo/CL_0002167
CL:0002168,border cell of cochlea,http://purl.obolibrary.org/obo/CL_0002168
CL:0002169,basal cell of olfactory epithelium,http://purl.obolibrary.org/obo/CL_0002169
CL:0002170,keratinized cell of the oral mucosa,http://purl.obolibrary.org/obo/CL_0002170
CL:0002171,globose cell of olfactory epithelium,http://purl.obolibrary.org/obo/CL_0002171
CL:0002172,interdental cell of cochlea,http://purl.obolibrary.org/obo/CL_0002172
CL:0002173,extraglomerular mesangial cell,http://purl.obolibrary.org/obo/CL_0002173
CL:0002174,follicular cell of ovary,http://purl.obolibrary.org/obo/CL_0002174
CL:0002175,primary follicular cell of ovary,http://purl.obolibrary.org/obo/CL_0002175
CL:0002176,secondary follicular cell of ovary,http://purl.obolibrary.org/obo/CL_0002176
CL:0002177,folliculostellate cell of pars distalis of adenohypophysis,http://purl.obolibrary.org/obo/CL_0002177
CL:0002178,epithelial cell of stomach,http://purl.obolibrary.org/obo/CL_0002178
CL:0002179,foveolar cell of stomach,http://purl.obolibrary.org/obo/CL_0002179
CL:0002180,mucous cell of stomach,http://purl.obolibrary.org/obo/CL_0002180
CL:0002181,mucus neck cell of gastric gland,http://purl.obolibrary.org/obo/CL_0002181
CL:0002182,surface mucosal cell of stomach,http://purl.obolibrary.org/obo/CL_0002182
CL:0002183,stem cell of gastric gland,http://purl.obolibrary.org/obo/CL_0002183
CL:0002184,basal proper cell of olfactory epithelium,http://purl.obolibrary.org/obo/CL_0002184
CL:0002187,basal cell of epidermis,http://purl.obolibrary.org/obo/CL_0002187
CL:0002188,glomerular endothelial cell,http://purl.obolibrary.org/obo/CL_0002188
CL:0002189,granular cell of epidermis,http://purl.obolibrary.org/obo/CL_0002189
CL:0002190,squamous cell of epidermis,http://purl.obolibrary.org/obo/CL_0002190
CL:0002191,granulocytopoietic cell,http://purl.obolibrary.org/obo/CL_0002191
CL:0002192,metamyelocyte,http://purl.obolibrary.org/obo/CL_0002192
CL:0002193,myelocyte,http://purl.obolibrary.org/obo/CL_0002193
CL:0002194,monopoietic cell,http://purl.obolibrary.org/obo/CL_0002194
CL:0002195,hepatic stem cell,http://purl.obolibrary.org/obo/CL_0002195
CL:0002196,hepatic oval stem cell,http://purl.obolibrary.org/obo/CL_0002196
CL:0002197,inactive chief cell of parathyoid gland,http://purl.obolibrary.org/obo/CL_0002197
CL:0002198,oncocyte,http://purl.obolibrary.org/obo/CL_0002198
CL:0002199,oxyphil cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002199
CL:0002200,oxyphil cell of thyroid,http://purl.obolibrary.org/obo/CL_0002200
CL:0002201,renal beta-intercalated cell,http://purl.obolibrary.org/obo/CL_0002201
CL:0002202,epithelial cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002202
CL:0002203,Brush cell of epithelium proper of large intestine,http://purl.obolibrary.org/obo/CL_0002203
CL:0002204,brush cell,http://purl.obolibrary.org/obo/CL_0002204
CL:0002205,brush cell of lobular bronchiole,http://purl.obolibrary.org/obo/CL_0002205
CL:0002206,brush cell of terminal bronchiole,http://purl.obolibrary.org/obo/CL_0002206
CL:0002207,brush cell of trachea,http://purl.obolibrary.org/obo/CL_0002207
CL:0002208,brush cell of bronchus,http://purl.obolibrary.org/obo/CL_0002208
CL:0002209,intermediate epitheliocyte,http://purl.obolibrary.org/obo/CL_0002209
CL:0002210,red muscle cell,http://purl.obolibrary.org/obo/CL_0002210
CL:0002211,type I muscle cell,http://purl.obolibrary.org/obo/CL_0002211
CL:0002212,type II muscle cell,http://purl.obolibrary.org/obo/CL_0002212
CL:0002213,white muscle cell,http://purl.obolibrary.org/obo/CL_0002213
CL:0002214,type IIa muscle cell,http://purl.obolibrary.org/obo/CL_0002214
CL:0002215,type IIb muscle cell,http://purl.obolibrary.org/obo/CL_0002215
CL:0002216,intermediate muscle cell,http://purl.obolibrary.org/obo/CL_0002216
CL:0002217,intermediate trophoblast cell,http://purl.obolibrary.org/obo/CL_0002217
CL:0002218,immature dendritic epithelial T cell precursor,http://purl.obolibrary.org/obo/CL_0002218
CL:0002219,anchoring trophoblast,http://purl.obolibrary.org/obo/CL_0002219
CL:0002220,interstitial cell of pineal gland,http://purl.obolibrary.org/obo/CL_0002220
CL:0002221,keratinized squamous cell of esophagus,http://purl.obolibrary.org/obo/CL_0002221
CL:0002222,vertebrate lens cell,http://purl.obolibrary.org/obo/CL_0002222
CL:0002223,anterior lens cell,http://purl.obolibrary.org/obo/CL_0002223
CL:0002224,lens epithelial cell,http://purl.obolibrary.org/obo/CL_0002224
CL:0002225,secondary lens fiber,http://purl.obolibrary.org/obo/CL_0002225
CL:0002226,non-nucleated secondary lens fiber,http://purl.obolibrary.org/obo/CL_0002226
CL:0002227,nucleated secondary lens fiber,http://purl.obolibrary.org/obo/CL_0002227
CL:0002228,primary lens fiber,http://purl.obolibrary.org/obo/CL_0002228
CL:0002229,light chief cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002229
CL:0002231,epithelial cell of prostate,http://purl.obolibrary.org/obo/CL_0002231
CL:0002232,epithelial cell of prostatic duct,http://purl.obolibrary.org/obo/CL_0002232
CL:0002233,epithelial cell of prostatic acinus,http://purl.obolibrary.org/obo/CL_0002233
CL:0002234,basal cell of prostatic acinus,http://purl.obolibrary.org/obo/CL_0002234
CL:0002235,luminal cell of prostatic acinus,http://purl.obolibrary.org/obo/CL_0002235
CL:0002236,basal epithelial cell of prostatic duct,http://purl.obolibrary.org/obo/CL_0002236
CL:0002237,luminal epithelial cell of prostatic duct,http://purl.obolibrary.org/obo/CL_0002237
CL:0002238,male gonocyte,http://purl.obolibrary.org/obo/CL_0002238
CL:0002239,ooblast,http://purl.obolibrary.org/obo/CL_0002239
CL:0002240,marrow fibroblast,http://purl.obolibrary.org/obo/CL_0002240
CL:0002241,pulmonary interstitial fibroblast,http://purl.obolibrary.org/obo/CL_0002241
CL:0002242,nucleate cell,http://purl.obolibrary.org/obo/CL_0002242
CL:0002243,smooth muscle cell of sphincter of pupil,http://purl.obolibrary.org/obo/CL_0002243
CL:0002244,squamous cell of ectocervix,http://purl.obolibrary.org/obo/CL_0002244
CL:0002245,obsolete null lymphocyte,http://purl.obolibrary.org/obo/CL_0002245
CL:0002246,peripheral blood stem cell,http://purl.obolibrary.org/obo/CL_0002246
CL:0002247,pleural macrophage,http://purl.obolibrary.org/obo/CL_0002247
CL:0002248,pluripotent stem cell,http://purl.obolibrary.org/obo/CL_0002248
CL:0002249,primitive cardiac myocyte,http://purl.obolibrary.org/obo/CL_0002249
CL:0002250,intestinal crypt stem cell,http://purl.obolibrary.org/obo/CL_0002250
CL:0002251,epithelial cell of alimentary canal,http://purl.obolibrary.org/obo/CL_0002251
CL:0002252,epithelial cell of esophagus,http://purl.obolibrary.org/obo/CL_0002252
CL:0002253,epithelial cell of large intestine,http://purl.obolibrary.org/obo/CL_0002253
CL:0002254,epithelial cell of small intestine,http://purl.obolibrary.org/obo/CL_0002254
CL:0002255,stromal cell of endometrium,http://purl.obolibrary.org/obo/CL_0002255
CL:0002256,supporting cell of carotid body,http://purl.obolibrary.org/obo/CL_0002256
CL:0002257,epithelial cell of thyroid gland,http://purl.obolibrary.org/obo/CL_0002257
CL:0002258,thyroid follicular cell,http://purl.obolibrary.org/obo/CL_0002258
CL:0002259,neuroepithelial stem cell,http://purl.obolibrary.org/obo/CL_0002259
CL:0002260,epithelial cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002260
CL:0002261,endothelial cell of viscerocranial mucosa,http://purl.obolibrary.org/obo/CL_0002261
CL:0002262,endothelial cell of sinusoid,http://purl.obolibrary.org/obo/CL_0002262
CL:0002263,transitional cell of parathyroid gland,http://purl.obolibrary.org/obo/CL_0002263
CL:0002264,type A cell of stomach,http://purl.obolibrary.org/obo/CL_0002264
CL:0002265,type D cell of colon,http://purl.obolibrary.org/obo/CL_0002265
CL:0002266,type D cell of small intestine,http://purl.obolibrary.org/obo/CL_0002266
CL:0002267,type D cell of stomach,http://purl.obolibrary.org/obo/CL_0002267
CL:0002268,P/D1 enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002268
CL:0002269,vasoactive intestinal peptide secreting cell,http://purl.obolibrary.org/obo/CL_0002269
CL:0002270,type EC2 enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002270
CL:0002271,type EC1 enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002271
CL:0002272,motilin secreting cell,http://purl.obolibrary.org/obo/CL_0002272
CL:0002273,type ECL enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002273
CL:0002274,histamine secreting cell,http://purl.obolibrary.org/obo/CL_0002274
CL:0002275,pancreatic PP cell,http://purl.obolibrary.org/obo/CL_0002275
CL:0002276,obsolete PP cell of pancreatic acinus,http://purl.obolibrary.org/obo/CL_0002276
CL:0002277,type I enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002277
CL:0002278,GIP cell,http://purl.obolibrary.org/obo/CL_0002278
CL:0002279,type L enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002279
CL:0002280,type N enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002280
CL:0002281,type S enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002281
CL:0002282,type TG enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002282
CL:0002283,ecto-epithelial cell of viscerocranial mucosa,http://purl.obolibrary.org/obo/CL_0002283
CL:0002284,type X enteroendocrine cell,http://purl.obolibrary.org/obo/CL_0002284
CL:0002285,type III taste bud cell,http://purl.obolibrary.org/obo/CL_0002285
CL:0002286,type II taste cell,http://purl.obolibrary.org/obo/CL_0002286
CL:0002287,type IV taste receptor cell,http://purl.obolibrary.org/obo/CL_0002287
CL:0002288,type V taste receptor cell,http://purl.obolibrary.org/obo/CL_0002288
CL:0002289,type I taste bud cell,http://purl.obolibrary.org/obo/CL_0002289
CL:0002290,Y chromosome-bearing sperm cell,http://purl.obolibrary.org/obo/CL_0002290
CL:0002291,X chromosome-bearing sperm cell,http://purl.obolibrary.org/obo/CL_0002291
CL:0002292,type I cell of carotid body,http://purl.obolibrary.org/obo/CL_0002292
CL:0002293,epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002293
CL:0002294,type-1 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002294
CL:0002295,type-6 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002295
CL:0002296,type-4 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002296
CL:0002297,type-3 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002297
CL:0002298,type-5 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002298
CL:0002299,type-2 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002299
CL:0002300,type-7 epithelial cell of thymus,http://purl.obolibrary.org/obo/CL_0002300
CL:0002301,type B synovial cell,http://purl.obolibrary.org/obo/CL_0002301
CL:0002302,type A synovial cell,http://purl.obolibrary.org/obo/CL_0002302
CL:0002303,pigmented ciliary epithelial cell,http://purl.obolibrary.org/obo/CL_0002303
CL:0002304,non-pigmented ciliary epithelial cell,http://purl.obolibrary.org/obo/CL_0002304
CL:0002305,epithelial cell of distal tubule,http://purl.obolibrary.org/obo/CL_0002305
CL:0002306,epithelial cell of proximal tubule,http://purl.obolibrary.org/obo/CL_0002306
CL:0002307,brush border cell of the proximal tubule,http://purl.obolibrary.org/obo/CL_0002307
CL:0002308,epithelial cell of skin gland,http://purl.obolibrary.org/obo/CL_0002308
CL:0002309,corticotroph,http://purl.obolibrary.org/obo/CL_0002309
CL:0002310,mammosomatotroph,http://purl.obolibrary.org/obo/CL_0002310
CL:0002311,mammotroph,http://purl.obolibrary.org/obo/CL_0002311
CL:0002312,somatotroph,http://purl.obolibrary.org/obo/CL_0002312
CL:0002313,endocrine-paracrine cell of prostate gland,http://purl.obolibrary.org/obo/CL_0002313
CL:0002314,external supporting cell of vestibular epithelium,http://purl.obolibrary.org/obo/CL_0002314
CL:0002315,supporting cell of cochlea,http://purl.obolibrary.org/obo/CL_0002315
CL:0002316,supporting cell of vestibular epithelium,http://purl.obolibrary.org/obo/CL_0002316
CL:0002317,external limiting cell of vestibular epithelium,http://purl.obolibrary.org/obo/CL_0002317
CL:0002318,periperhal blood mesothelial cell,http://purl.obolibrary.org/obo/CL_0002318
CL:0002319,neural cell,http://purl.obolibrary.org/obo/CL_0002319
CL:0002320,connective tissue cell,http://purl.obolibrary.org/obo/CL_0002320
CL:0002321,embryonic cell,http://purl.obolibrary.org/obo/CL_0002321
CL:0002322,embryonic stem cell,http://purl.obolibrary.org/obo/CL_0002322
CL:0002323,amniocyte,http://purl.obolibrary.org/obo/CL_0002323
CL:0002324,myoepithelial cell of mammary gland,http://purl.obolibrary.org/obo/CL_0002324
CL:0002325,mammary alveolar cell,http://purl.obolibrary.org/obo/CL_0002325
CL:0002326,luminal epithelial cell of mammary gland,http://purl.obolibrary.org/obo/CL_0002326
CL:0002327,mammary gland epithelial cell,http://purl.obolibrary.org/obo/CL_0002327
CL:0002328,bronchial epithelial cell,http://purl.obolibrary.org/obo/CL_0002328
CL:0002329,basal epithelial cell of tracheobronchial tree,http://purl.obolibrary.org/obo/CL_0002329
CL:0002330,undifferentiated cell of bronchus epithelium,http://purl.obolibrary.org/obo/CL_0002330
CL:0002332,ciliated cell of the bronchus,http://purl.obolibrary.org/obo/CL_0002332
CL:0002333,neural crest derived fat cell,http://purl.obolibrary.org/obo/CL_0002333
CL:0002334,preadipocyte,http://purl.obolibrary.org/obo/CL_0002334
CL:0002335,brown preadipocyte,http://purl.obolibrary.org/obo/CL_0002335
CL:0002336,buccal mucosa cell,http://purl.obolibrary.org/obo/CL_0002336
CL:0002337,keratinocyte stem cell,http://purl.obolibrary.org/obo/CL_0002337
CL:0002338,"CD56-positive, CD161-positive immature natural killer cell",http://purl.obolibrary.org/obo/CL_0002338
CL:0002339,prostate stem cell,http://purl.obolibrary.org/obo/CL_0002339
CL:0002340,luminal cell of prostate epithelium,http://purl.obolibrary.org/obo/CL_0002340
CL:0002341,basal cell of prostate epithelium,http://purl.obolibrary.org/obo/CL_0002341
CL:0002342,circulating endothelial cell,http://purl.obolibrary.org/obo/CL_0002342
CL:0002343,decidual natural killer cell,http://purl.obolibrary.org/obo/CL_0002343
CL:0002344,"CD56-negative, CD161-positive immature natural killer cell",http://purl.obolibrary.org/obo/CL_0002344
CL:0002345,"CD27-low, CD11b-low immature natural killer cell",http://purl.obolibrary.org/obo/CL_0002345
CL:0002346,"Dx5-negative, NK1.1-positive immature natural killer cell",http://purl.obolibrary.org/obo/CL_0002346
CL:0002347,"CD27-high, CD11b-high natural killer cell",http://purl.obolibrary.org/obo/CL_0002347
CL:0002348,"CD27-low, CD11b-high natural killer cell",http://purl.obolibrary.org/obo/CL_0002348
CL:0002349,"CD27-high, CD11b-low natural killer cell",http://purl.obolibrary.org/obo/CL_0002349
CL:0002350,endocardial cell,http://purl.obolibrary.org/obo/CL_0002350
CL:0002351,progenitor cell of endocrine pancreas,http://purl.obolibrary.org/obo/CL_0002351
CL:0002352,gestational hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002352
CL:0002353,fetal liver hematopoietic progenitor cell,http://purl.obolibrary.org/obo/CL_0002353
CL:0002354,yolk sac hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002354
CL:0002355,primitive red blood cell,http://purl.obolibrary.org/obo/CL_0002355
CL:0002356,primitive reticulocyte,http://purl.obolibrary.org/obo/CL_0002356
CL:0002357,fetal derived definitive erythrocyte,http://purl.obolibrary.org/obo/CL_0002357
CL:0002358,pyrenocyte,http://purl.obolibrary.org/obo/CL_0002358
CL:0002359,placental hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002359
CL:0002360,AGM hematopoietic stem cell,http://purl.obolibrary.org/obo/CL_0002360
CL:0002361,primitive erythroid progenitor,http://purl.obolibrary.org/obo/CL_0002361
CL:0002362,granule cell precursor,http://purl.obolibrary.org/obo/CL_0002362
CL:0002363,keratocyte,http://purl.obolibrary.org/obo/CL_0002363
CL:0002364,cortical thymic epithelial cell,http://purl.obolibrary.org/obo/CL_0002364
CL:0002365,medullary thymic epithelial cell,http://purl.obolibrary.org/obo/CL_0002365
CL:0002366,myometrial cell,http://purl.obolibrary.org/obo/CL_0002366
CL:0002367,trabecular meshwork cell,http://purl.obolibrary.org/obo/CL_0002367
CL:0002368,respiratory epithelial cell,http://purl.obolibrary.org/obo/CL_0002368
CL:0002369,fungal spore,http://purl.obolibrary.org/obo/CL_0002369
CL:0002370,respiratory goblet cell,http://purl.obolibrary.org/obo/CL_0002370
CL:0002371,somatic cell,http://purl.obolibrary.org/obo/CL_0002371
CL:0002372,myotube,http://purl.obolibrary.org/obo/CL_0002372
CL:0002373,growth hormone releasing hormone secreting cell,http://purl.obolibrary.org/obo/CL_0002373
CL:0002374,ear hair cell,http://purl.obolibrary.org/obo/CL_0002374
CL:0002375,Schwann cell precursor,http://purl.obolibrary.org/obo/CL_0002375
CL:0002376,non-myelinating Schwann cell,http://purl.obolibrary.org/obo/CL_0002376
CL:0002377,immature Schwann cell,http://purl.obolibrary.org/obo/CL_0002377
CL:0002378,immature Vgamma2-positive fetal thymocyte,http://purl.obolibrary.org/obo/CL_0002378
CL:0002379,meningothelial cell,http://purl.obolibrary.org/obo/CL_0002379
CL:0002380,oospore,http://purl.obolibrary.org/obo/CL_0002380
CL:0002381,uninucleate conidium,http://purl.obolibrary.org/obo/CL_0002381
CL:0002382,multinucleate conidium,http://purl.obolibrary.org/obo/CL_0002382
CL:0002383,conidium of conidiophore head,http://purl.obolibrary.org/obo/CL_0002383
CL:0002384,uninucleate macroconidium,http://purl.obolibrary.org/obo/CL_0002384
CL:0002385,blastoconidium,http://purl.obolibrary.org/obo/CL_0002385
CL:0002386,multinucleate macroconidium,http://purl.obolibrary.org/obo/CL_0002386
CL:0002387,arthroconidium,http://purl.obolibrary.org/obo/CL_0002387
CL:0002388,multinucleate arthroconidium,http://purl.obolibrary.org/obo/CL_0002388
CL:0002389,uninucleate arthroconidium,http://purl.obolibrary.org/obo/CL_0002389
CL:0002390,uninucleate blastconidium,http://purl.obolibrary.org/obo/CL_0002390
CL:0002391,multinucleate blastoconidium,http://purl.obolibrary.org/obo/CL_0002391
CL:0002392,obsolete plant spore,http://purl.obolibrary.org/obo/CL_0002392
CL:0002393,intermediate monocyte,http://purl.obolibrary.org/obo/CL_0002393
CL:0002394,CD141-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002394
CL:0002395,Gr1-high classical monocyte,http://purl.obolibrary.org/obo/CL_0002395
CL:0002396,"CD14-low, CD16-positive monocyte",http://purl.obolibrary.org/obo/CL_0002396
CL:0002397,"CD14-positive, CD16-positive monocyte",http://purl.obolibrary.org/obo/CL_0002397
CL:0002398,"Gr1-positive, CD43-positive monocyte",http://purl.obolibrary.org/obo/CL_0002398
CL:0002399,CD1c-positive myeloid dendritic cell,http://purl.obolibrary.org/obo/CL_0002399
CL:0002400,Fraction B/C precursor B cell,http://purl.obolibrary.org/obo/CL_0002400
CL:0002401,mature dendritic epithelial T cell precursor,http://purl.obolibrary.org/obo/CL_0002401
CL:0002402,Peyer's patch B cell,http://purl.obolibrary.org/obo/CL_0002402
CL:0002403,mature Vgamma2-positive fetal thymocyte,http://purl.obolibrary.org/obo/CL_0002403
CL:0002404,fetal thymocyte,http://purl.obolibrary.org/obo/CL_0002404
CL:0002405,gamma-delta thymocyte,http://purl.obolibrary.org/obo/CL_0002405
CL:0002406,immature Vgamma2-positive thymocyte,http://purl.obolibrary.org/obo/CL_0002406
CL:0002407,mature Vgamma2-positive thymocyte,http://purl.obolibrary.org/obo/CL_0002407
CL:0002408,immature Vgamma2-negative thymocyte,http://purl.obolibrary.org/obo/CL_0002408
CL:0002409,mature Vgamma2-negative thymocyte,http://purl.obolibrary.org/obo/CL_0002409
CL:0002410,pancreatic stellate cell,http://purl.obolibrary.org/obo/CL_0002410
CL:0002411,"Vgamma1.1-positive, Vdelta6.3-negative thymocyte",http://purl.obolibrary.org/obo/CL_0002411
CL:0002412,"Vgamma1.1-positive, Vdelta6.3-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002412
CL:0002413,"mature Vgamma1.1-positive, Vdelta6.3-negative thymocyte",http://purl.obolibrary.org/obo/CL_0002413
CL:0002414,"immature Vgamma1.1-positive, Vdelta6.3-negative thymocyte",http://purl.obolibrary.org/obo/CL_0002414
CL:0002415,"immature Vgamma1.1-positive, Vdelta6.3-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002415
CL:0002416,"mature Vgamma1.1-positive, Vdelta6.3-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002416
CL:0002417,primitive erythroid lineage cell,http://purl.obolibrary.org/obo/CL_0002417
CL:0002418,hemangioblast,http://purl.obolibrary.org/obo/CL_0002418
CL:0002419,mature T cell,http://purl.obolibrary.org/obo/CL_0002419
CL:0002420,immature T cell,http://purl.obolibrary.org/obo/CL_0002420
CL:0002421,nucleated reticulocyte,http://purl.obolibrary.org/obo/CL_0002421
CL:0002422,enucleated reticulocyte,http://purl.obolibrary.org/obo/CL_0002422
CL:0002423,DN2a thymocyte,http://purl.obolibrary.org/obo/CL_0002423
CL:0002424,DN2b thymocyte,http://purl.obolibrary.org/obo/CL_0002424
CL:0002425,early T lineage precursor,http://purl.obolibrary.org/obo/CL_0002425
CL:0002426,"CD11b-positive, CD27-positive natural killer cell",http://purl.obolibrary.org/obo/CL_0002426
CL:0002427,resting double-positive thymocyte,http://purl.obolibrary.org/obo/CL_0002427
CL:0002428,double-positive blast,http://purl.obolibrary.org/obo/CL_0002428
CL:0002429,CD69-positive double-positive thymocyte,http://purl.obolibrary.org/obo/CL_0002429
CL:0002430,"CD4-intermediate, CD8-positive double-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002430
CL:0002431,"CD4-positive, CD8-intermediate double-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002431
CL:0002432,"CD24-positive, CD4 single-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002432
CL:0002433,"CD69-positive, CD4-positive single-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002433
CL:0002434,"CD24-positive, CD8 single-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002434
CL:0002435,"CD69-positive, CD8-positive single-positive thymocyte",http://purl.obolibrary.org/obo/CL_0002435
CL:0002436,mature CD4 single-positive thymocyte,http://purl.obolibrary.org/obo/CL_0002436
CL:0002437,mature CD8 single-positive thymocyte,http://purl.obolibrary.org/obo/CL_0002437
CL:0002438,NK1.1-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002438
CL:0002439,NKGA2-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002439
CL:0002440,Ly49D-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002440
CL:0002441,CD94-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002441
CL:0002442,"CD94-negative, Ly49CI-negative natural killer cell",http://purl.obolibrary.org/obo/CL_0002442
CL:0002443,Ly49CI-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002443
CL:0002444,Ly49H-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002444
CL:0002445,Ly49D-negative natural killer cell,http://purl.obolibrary.org/obo/CL_0002445
CL:0002446,Ly49CI-negative natural killer cell,http://purl.obolibrary.org/obo/CL_0002446
CL:0002447,CD94-negative natural killer cell,http://purl.obolibrary.org/obo/CL_0002447
CL:0002448,Ly49H-negative natural killer cell,http://purl.obolibrary.org/obo/CL_0002448
CL:0002449,CD94-positive Ly49CI-positive natural killer cell,http://purl.obolibrary.org/obo/CL_0002449
CL:0002450,tether cell,http://purl.obolibrary.org/obo/CL_0002450
CL:0002451,mammary stem cell,http://purl.obolibrary.org/obo/CL_0002451
CL:0002453,oligodendrocyte precursor cell,http://purl.obolibrary.org/obo/CL_0002453
CL:0002454,"Cd4-negative, CD8_alpha-negative, CD11b-positive dendritic cell",http://purl.obolibrary.org/obo/CL_0002454
CL:0002455,CD8_alpha-negative plasmactyoid dendritic cell,http://purl.obolibrary.org/obo/CL_0002455
CL:0002456,CD8_alpha-positive plasmactyoid dendritic cell,http://purl.obolibrary.org/obo/CL_0002456
CL:0002457,epidermal Langerhans cell,http://purl.obolibrary.org/obo/CL_0002457
CL:0002458,langerin-positive dermal dendritic cell,http://purl.obolibrary.org/obo/CL_0002458
CL:0002459,langerin-negative dermal dendritic cell,http://purl.obolibrary.org/obo/CL_0002459
CL:0002460,CD8alpha-negative thymic conventional dendritic cell,http://purl.obolibrary.org/obo/CL_0002460
CL:0002461,CD103-positive dendritic cell,http://purl.obolibrary.org/obo/CL_0002461
CL:0002462,adipose dendritic cell,http://purl.obolibrary.org/obo/CL_0002462
CL:0002463,SIRPa-positive adipose dendritic cell,http://purl.obolibrary.org/obo/CL_0002463
CL:0002464,SIRPa-negative adipose dendritic cell,http://purl.obolibrary.org/obo/CL_0002464
CL:0002465,CD11b-positive dendritic cell,http://purl.obolibrary.org/obo/CL_0002465
CL:0002466,small intestine serosal dendritic cell,http://purl.obolibrary.org/obo/CL_0002466
CL:0002467,Gr1-high myeloid suppressor cell,http://purl.obolibrary.org/obo/CL_0002467
CL:0002468,Gr1-low myeloid suppressor cell,http://purl.obolibrary.org/obo/CL_0002468
CL:0002469,MHC-II-negative classical monocyte,http://purl.obolibrary.org/obo/CL_0002469
CL:0002470,MHC-II-positive classical monocyte,http://purl.obolibrary.org/obo/CL_0002470
CL:0002471,MHC-II-negative non-classical monocyte,http://purl.obolibrary.org/obo/CL_0002471
CL:0002472,MHC-II-low non-classical monocyte,http://purl.obolibrary.org/obo/CL_0002472
CL:0002473,MHC-II-high non-classical monocyte,http://purl.obolibrary.org/obo/CL_0002473
CL:0002474,lymphoid MHC-II-negative classical monocyte,http://purl.obolibrary.org/obo/CL_0002474
CL:0002475,lymphoid MHC-II-negative non-classical monocyte,http://purl.obolibrary.org/obo/CL_0002475
CL:0002476,bone marrow macrophage,http://purl.obolibrary.org/obo/CL_0002476
CL:0002477,adipose macrophage,http://purl.obolibrary.org/obo/CL_0002477
CL:0002478,F4/80-negative adipose macrophage,http://purl.obolibrary.org/obo/CL_0002478
CL:0002479,F4/80-positive adipose macrophage,http://purl.obolibrary.org/obo/CL_0002479
CL:0002480,nasal mucosa goblet cell,http://purl.obolibrary.org/obo/CL_0002480
CL:0002481,peritubular myoid cell,http://purl.obolibrary.org/obo/CL_0002481
CL:0002482,dermal melanocyte,http://purl.obolibrary.org/obo/CL_0002482
CL:0002483,hair follicle melanocyte,http://purl.obolibrary.org/obo/CL_0002483
CL:0002484,epithelial melanocyte,http://purl.obolibrary.org/obo/CL_0002484
CL:0002485,retinal melanocyte,http://purl.obolibrary.org/obo/CL_0002485
